DATA CARTA;REGIÃO;MASSA DE AR;DESCRIÇÃO;ESTAÇÃO;;;;;;;;;;;;;;;;;;;;;
2021-03-01 00:00:00;Litoral;mEa;A região delimitada no setor norte/nordeste encontra-se sob influência da Massa Equatorial Atlântica, caracterizada por altas temperaturas e elevada umidade em baixas latitudes.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-01 00:00:00;Centro;mTa;Regiao sob influencia do escoamento marítimo vindo do Atlântico, caracterizada por ventos de setor leste/nordeste que transportam ar quente e úmido para o interior do continente.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-01 00:00:00;Sul;mTa;A região encontra-se sob influência do fluxo equatorial/tropical marítimo associado ao centro de alta pressão oceânica, caracterizando o domínio da massa Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-02 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica, onde predomina uma massa de ar quente e úmida de origem continental, característica da mEc, apresentando baixos gradientes de pressão;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-02 00:00:00;Nordeste;mTa;A região encontra-se sob influência do fluxo equatorial e persistência da circulação marítima, caracterizando o domínio da massa Tropical Atlântica com transporte de umidade.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-02 00:00:00;Litoral;mTa;A região encontra-se sob influência do fluxo de leste/nordeste da circulação marítima, característica da Massa Tropical Atlântica, garantindo umidade e aquecimento na costa.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-02 00:00:00;Centro;mTa;Regiao central sob influencia do escoamento de leste-nordeste oriundo do Atlantico, caracterizando predominio da massa tropical atlantica na area delimitada.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-02 00:00:00;Sul;mPa;A região delimitada encontra-se na retaguarda de um sistema frontal, caracterizada pela entrada e predomínio da massa de ar polar, evidenciada pelos valores térmicos mais amenos.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-03 00:00:00;Norte;mEc;A regiao delimitada esta sob influencia direta da circulacao amazonica. Caracteriza-se por elevadas taxas de umidade e temperaturas tropicais constantes, sem subsidencia externa.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-03 00:00:00;Nordeste;mTa;A região do Nordeste delimitada encontra-se sob influência do fluxo de ventos de leste provenientes do oceano, caracterizando o domínio da massa Tropical Atlântica (mTa).;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-03 00:00:00;Litoral;mTa;A área delimitada encontra-se sob influência de um sistema de alta pressão no oceano, caracterizando o predomínio de ar quente e úmido típico da massa Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-03 00:00:00;Centro;mTa;A região encontra-se sob influência do fluxo equatorial/tropical marítimo estabilizado, com características de ar quente e úmido predominantes na circulação do Atlântico Sul.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-03 00:00:00;Sul;mTa;A região delimitada encontra-se sob influência do escoamento marítimo associado ao sistema de alta pressão oceânica, caracterizando o predomínio da massa Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-04 00:00:00;Norte;mEc;A região delimitada compreende a bacia amazônica, onde predomina a Massa Equatorial Continental, caracterizada por ser quente e úmida, típica da região equatorial sem influência de;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-04 00:00:00;Nordeste;mTa;A região delimitada está sob forte influência do escoamento marítimo oriundo do Atlântico Tropical, caracterizando o predomínio da Massa Tropical Atlântica (mTa).;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-04 00:00:00;Litoral;mTa;A regiao delimitada esta sob influencia direta do escoamento maritimo associado ao sistema de alta pressao do Atlantico Sul, caracterizando o dominio da Massa Tropical Atlantica.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-04 00:00:00;Centro;mPa;A região apresenta o avanço de uma frente fria vinda do oceano, caracterizando a atuação da mPa na retaguarda do sistema frontal sobre o setor.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-04 00:00:00;Sul;mPa;A região delimitada situa-se no setor pós-frontal, com gradiente de temperatura e pressao característicos do avanço da mPa sobre o Sul e Sudeste do Brasil.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-06 00:00:00;Norte;mEc;Região situada no interior do continente amazônico, caracterizando-se pela influência direta da massa equatorial continental, marcada por instabilidade e alta umidade.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-06 00:00:00;Nordeste;mTa;Predominio da massa Tropical Atlantica na regiao devido ao fluxo de ar quente e umido originado sobre o oceano, influenciando o litoral e o interior do Nordeste brasileiro.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-06 00:00:00;Litoral;mTa;Regiao sob influencia do escoamento do anticiclone subtropical, caracterizada por ar quente e umido transportado do Oceano Atlantico para o setor costeiro brasileiro.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-06 00:00:00;Centro;mPa;A região demarcada encontra-se no setor pós-frontal da frente fria, caracterizando o ingresso de ar mais frio e dente da mPa sobre o Sudeste e Centro-Oeste do país.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-06 00:00:00;Sul;mPa;A regiao delimitada esta sob influencia de uma massa de ar frio e seco, caracteristica de um avanco pos-frontal, evidenciado pelas isotermas e valores de pressao caracteristicos da;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-07 00:00:00;Norte;mEc;Região central da Bacia Amazônica caracterizada por subsidência e termodinâmica local, sob domínio da massa de ar quente e úmida de origem continental, sem influência de sistemas f;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-07 00:00:00;Nordeste;mTa;A região encontra-se sob influência do escoamento marítimo associado ao sistema de alta pressão oceânico, caracterizando o predomínio da massa Tropical Atlântica (mTa).;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-07 00:00:00;Litoral;mTa;A área delimitada encontra-se sob domínio do fluxo marítimo persistente associado ao gradiente de pressão do Atlântico Sul, caracterizando a atuação da Massa Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-07 00:00:00;Centro;mPa;A região delimitada encontra-se na retaguarda de um sistema frontal, caracterizando a incursão da massa polar atlântica, que traz ar mais frio e seco para a porção central do Brasi;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-07 00:00:00;Sul;mPa;A região apresenta características de baixas temperaturas e pressão em elevação, indicando o avanço de uma massa de ar frio e úmido após a passagem de um sistema frontal.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-08 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica e áreas continentais adjacentes, caracterizadas por altas temperaturas e elevada umidade, típicas da atuação da Massa Equatorial Conti;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-08 00:00:00;Nordeste;mEa;Região sob influência direta do escoamento marítimo tropical pelo Atlântico, caracterizando a atuação da massa Equatorial Atlântica (mEa) com alta umidade no litoral e interior.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-08 00:00:00;Litoral;mTa;A regiao delimitada esta sob o dominio do fluxo de leste da alta pressao subtropical do Atlantico Sul, caracterizando a atuacao predominante da Massa Tropical Atlantica.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-08 00:00:00;Centro;mTc;A região demarcada encontra-se sob domínio de uma massa de ar quente e seca, característica da subsidência e aquecimento continental na depressão do Chaco.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-08 00:00:00;Sul;mPa;A região delimitada encontra-se sob a influência direta do transporte de ar frio e úmido após a passagem de sistema frontal, caracterizando o avanço de massa de ar polar.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-09 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica, onde a Massa Equatorial Continental estabelece condições de calor e alta umidade, predominando sobre a área sem a influência de siste;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-09 00:00:00;Nordeste;mTa;Predomínio de fluxo marítimo oriundo do Atlântico Sul, caracterizando uma massa de ar quente e úmida que adentra o litoral nordestino sob influência do gradiente de pressão regiona;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-09 00:00:00;Litoral;mTa;Area sob influencia do escoamento oceanico, caracterizada por caracteristicas tropicais maritimas quentes e umidas, dominadas pela circulacao de alta pressao no Atlantico Sul.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-09 00:00:00;Centro;mPa;A região delimitada encontra-se sob influência de um avanço de massa polar, caracterizado pelo escoamento de sul/sudeste nos campos de pressão logo atrás do sistema frontal.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-09 00:00:00;Sul;mPa;A região delimitada sofre a influência direta do avanço de uma massa de ar frio, caracterizando a retaguarda de um sistema frontal que atua sobre o setor.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-10 00:00:00;Norte;mEc;Regiao localizada sobre a bacia Amazonica, caracterizada pela predominancia de umidade e calor tipicos da configuracao da massa equatorial continental.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-10 00:00:00;Nordeste;mTa;Região sob influência direta do fluxo de leste/sudeste associado ao transporte marítimo, caracterizando a predominância da Massa Tropical Atlântica no setor delimitado.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-10 00:00:00;Litoral;mTa;Area sob influencia do fluxo maritimo do Atlantico Sul, apresentando caracteristicas de estabilidade e umidade tipicas da massa Tropical Atlantica no setor costeiro do Nordeste.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-10 00:00:00;Centro;mPa;Regiao sob clara influencia de uma massa de ar frio e seco (mPa), situada no setor de retaguarda da frente fria que desloca-se pelo centro-sul do Brasil.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-10 00:00:00;Sul;mPa;A região delimitada encontra-se sob influência de massa de ar frio e seco, posicionada nitidamente no setor posterior (retaguarda) do sistema frontal que avança pelo litoral.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-11 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica e áreas adjacentes, onde predomina o ar quente e úmido característico da Massa Equatorial Continental.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-11 00:00:00;Nordeste;mEa;A região delimitada no setor leste do Nordeste apresenta influência predominante da Massa Equatorial Atlântica, devido à sua posição latitudinal e fluxo de leste/nordeste.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-11 00:00:00;Litoral;mTa;Região sob influência direta da circulação marítima da Alta Subtropical do Atlântico Sul, caracterizando o domínio da massa Tropical Atlântica, quente e úmida.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-11 00:00:00;Centro;mTa;A região encontra-se sob influência do fluxo equatorial/tropical marítimo estabilizado, característico do domínio da massa tropical atlântica que predomina nesta porção do interior;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-11 00:00:00;Sul;mPa;Regiao sob clara influencia de uma massa de ar frio e seco, posicionada estavelmente a retaguarda de um sistema frontal que avanca sobre o Sudeste brasileiro.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-12 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica e áreas continentais adjacentes, onde a massa de ar quente e úmida de origem continental predomina sem influência direta de sistemas f;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-12 00:00:00;Nordeste;mTa;Regiao sob influencia predominante da circulacao anticiclone do Atlantico Sul, transportando umidade e calor para o setor oriental do Nordeste brasileiro.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-12 00:00:00;Litoral;mTa;A região delimitada encontra-se sob a influência do escoamento marítimo quente e úmido característico da Massa Tropical Atlântica, preservando as características térmicas do oceano;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-12 00:00:00;Centro;mPa;A região demarcada apresenta-se sob a influência direta do avanço da massa de ar polar, posicionada no quadrante posterior à frente fria que atua sobre o Sudeste brasileiro.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-12 00:00:00;Sul;mPa;A região delimitada situa-se na retaguarda de sistema frontal, com fluxo de brisas com características térmicas inferiores e gradiente bárico condizente com a incursão da mPa.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-13 00:00:00;Norte;mEc;Regiao central da Amazonia sem influencia de sistemas frontais, caracterizada por altas temperaturas e disponibilidade de umidade, predominando a massa equatorial continental.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-13 00:00:00;Nordeste;mTa;Predominancia de escoamento vindo do oceano sobre o setor, caracterizando a influencia da massa Tropical Atlantica sobre o Nordeste brasileiro na area delimitada.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-13 00:00:00;Litoral;mEa;A região delimitada no litoral nordestino encontra-se sob influência da massa Equatorial Atlântica, caracterizada pelo fluxo de ar quente e úmido predominante nas baixas latitudes ;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-13 00:00:00;Centro;mTa;A região central encontra-se sob sobriedade do fluxo oceânico, com umidade e temperaturas elevadas características da mTa, transportada pelo posicionamento da ASAS.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-13 00:00:00;Sul;mPa;A região delimitada situa-se no setor de retaguarda da frente fria (pós-frontal), evidenciando o avanço e a predominância da massa de ar Polar Atlântica sobre o setor.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-15 00:00:00;Norte;mEc;Regiao central da Amazonia influenciada por massa quente e umida caracteristica de origem continental, mantendo estabilidade termica e elevada umidade sobre a Bacia Amazonica.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-15 00:00:00;Nordeste;mEa;Regiao sob predominio da Massa Equatorial Atlantica, caracterizada por fluxos quentes e umidos que atuam sobre o Nordeste, favoraveis a instabilidade e alta umidade.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-15 00:00:00;Litoral;mTa;A região encontra-se sob o domínio das altas pressões do Atlântico Sul, caracterizando a atuação da massa Tropical Atlântica (mTa), quente e úmida.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-15 00:00:00;Centro;mTa;A região encontra-se sob o domínio das circulações anticiclônicas do Atlântico Sul, caracterizando a predominância da Massa Tropical Atlântica com escoamento quente e úmido.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-15 00:00:00;Sul;mTa;A região demarcada encontra-se sob influência de um centro de alta pressão, caracterizando o domínio da massa Tropical Atlântica com fluxo de umidade do oceano para o continente.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-16 00:00:00;Norte;mEc;Região central da Amazônia sob influência de massa quente e úmida, sem presença de sistemas frontais ativos, caracterizando o domínio termodinâmico da massa Equatorial Continental.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-16 00:00:00;Nordeste;mEa;A região delimitada no Nordeste encontra-se sob influência predominante da Massa Equatorial Atlântica, caracterizada pelo fluxo de ar quente e úmido vindo do oceano equatorial.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-16 00:00:00;Litoral;mTa;A região delimitada encontra-se sob o domínio da circulação marítima da alta pressão atlântica, caracterizando a atuação da massa de ar Tropical Atlântica (mTa).;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-16 00:00:00;Centro;mTa;A região central encontra-se sob influência do escoamento subsidente e umidade da ASAS, caracterizando o predomínio e estabilidade térmica típicos da Massa Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-16 00:00:00;Sul;mTa;Região sob influência da circulação do escoamento marítimo de leste/nordeste associado ao gradiente de pressão periférico da ASAS, configurando a predominância de ar quente e úmido;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-17 00:00:00;Norte;mEc;Regiao situada sobre a bacia Amazonica, caracterizada por altas temperaturas e elevada umidade, sob influencia de calor latente sem interferencia direta de frentes frias.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-17 00:00:00;Nordeste;mTa;A região demarcada encontra-se sob influência imediata do escoamento de leste/sudeste proveniente do Atlântico Tropical, caracterizando o domínio da massa Tropical Atlântica.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-17 00:00:00;Litoral;mTa;Regiao sob clara influencia do transporte de umidade do oceano para o continente, mantendo características térmicas e de umidade típicas da massa tropical atlântica.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-17 00:00:00;Centro;mTa;Região sob influência direta da circulação periférica da Alta Subtropical do Atlântico Sul, caracterizando o domínio de ar quente e úmido de origem marítima no Centro-Oeste brasile;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-17 00:00:00;Sul;mPa;A regiao delimitada esta sob a influencia direta da circulacao pos-frontal, caracterizada por temperaturas amenas e avanco de massa de ar de origem polar sobre o Sul/Sudeste.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-18 00:00:00;Norte;mEc;Predominio da massa de ar originada na regiao amazonica, caracterizada pelo ar quente e instavel que domina o centro-norte do continente na ausencia de sistemas frontais.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-18 00:00:00;Nordeste;mTa;Regiao sob fluxo predominante de leste/sudeste associado ao escoamento em baixos niveis do Atlantico Sul, caracterizando a atuacao da massa tropical no setor.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-18 00:00:00;Litoral;mTa;O litoral indicado encontra-se sob domínio da circulação marítima da Alta Subtropical do Atlântico Sul, caracterizando a presença da Massa Tropical Atlântica (mTa), quente e úmida.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-18 00:00:00;Centro;mTa;Regiao sob influencia do escoamento da alta subtropical do Atlantico Sul, caracterizada pela predominancia de ar quente e umido em grande parte do interior e costa do pais.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-18 00:00:00;Sul;mPa;A região delimitada encontra-se na retaguarda de uma frente fria, caracterizada pela incursão de ar mais frio e denso proveniente do quadrante sul, indicando o avanço da mPa.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-19 00:00:00;Norte;mEc;Regiao situada no nucleo da Amazonia, apresentando caracteristicas tipicas de massa de ar quente e umida de origem continental, sem influencia de sistemas frontais extra-tropicais.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-19 00:00:00;Nordeste;mTa;Região sob influência direta do fluxo de leste/sudeste proveniente do Atlântico Tropical, caracterizando a predominância da massa quente e úmida mTa sobre o setor.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-19 00:00:00;Litoral;mTa;A região delimitada está sob a influência direta do escoamento marítimo quente e úmido transportado pela circulação periférica do sistema de alta pressão oceânico predominante.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-19 00:00:00;Centro;mTa;A região encontra-se sob influência da circulação anticiclônica do Atlântico Sul, caracterizando a predominância da massa Tropical Atlântica com escoamento de leste/sudeste.;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-19 00:00:00;Sul;mPa;A região sob o retângulo vermelho encontra-se sob influência de um sistema frontal com fluxo de ar frio e úmido característico de uma Massa Polar Atlântica avançando sobre o sudest;Verão;;;;;;;;;;;;;;;;;;;;;
2021-03-20 00:00:00;Norte;mEc;Região central da Bacia Amazônica sob influência da massa de ar quente e úmida de origem continental, mantendo características de estabilidade térmica dentro dos limites do retângu;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-20 00:00:00;Nordeste;mEa;A região delimitada no Nordeste encontra-se sob influência imediata do fluxo marítimo equatorial, característico da massa Equatorial Atlântica, devido à sua posição latitudinal.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-20 00:00:00;Litoral;mEa;A região delimitada no litoral norte/nordeste encontra-se sob influência predominante da massa equatorial atlântica, caracterizada por seu fluxo quente e úmido na costa.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-20 00:00:00;Centro;mTa;A regiao encontra-se sob a influencia direta do escoamento zonal e meridional associado ao fluxo quente e umido proveniente do Atlantico Sul, caracterizando a predominancia da mTa.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-20 00:00:00;Sul;mPa;A região delimitada encontra-se após a passagem de uma frente fria, com o avanço de um centro de alta pressão (massa de ar polar), caracterizando o predomínio de ar frio e instável;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-21 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica, onde a massa de ar quente e úmida de origem continental predomina sem influência de sistemas frontais externos.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-21 00:00:00;Nordeste;mTa;A região do Nordeste delimitada encontra-se sob influência predominante do escoamento de leste do Atlântico, caracterizando a atuação da Massa Tropical Atlântica.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-21 00:00:00;Litoral;mTa;O setor delimitado encontra-se sob efeito do fluxo marítimo da alta pressão do Atlântico, apresentando características de massa quente e úmida típica de sua área de atuação.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-21 00:00:00;Centro;mTa;A área apresenta influência do escoamento marítimo vindo do Atlântico, caracterizando a predominância da Massa Tropical Atlântica sobre o interior do Brasil central.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-21 00:00:00;Sul;mPa;A região delimitada encontra-se sob a influência direta do avanço de uma massa de ar frio e úmido após a passagem de sistema frontal, evidenciado pelos gradientes de pressão e vent;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-22 00:00:00;Norte;mEc;A região delimitada compreende a bacia amazônica e áreas centrais do continente, onde a massa equatorial continental apresenta domínio de características quentes e úmidas.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-22 00:00:00;Nordeste;mTa;A regiao encontra-se sob o fluxo do escoamento de leste-sudeste proveniente do Atlantico Sul, sob dominio da circulacao da alta subtropical, caracterizando a atuacao da mTa.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-22 00:00:00;Litoral;mTa;Regiao sob influencia do fluxo marítimo da alta subtropical, caracterizando o domínio da massa Tropical Atlântica com transporte de umidade em direção ao litoral.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-22 00:00:00;Centro;mPa;A região delimitada encontra-se após a passagem de um sistema frontal (linha azul com triângulos), caracterizando o avanço de uma massa de ar frio e úmida sobre o setor.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-22 00:00:00;Sul;mPa;Observa-se o avanço de uma massa de ar frio logo após a passagem da frente fria no setor, caracterizando a mPa atuando sobre a Região Sul do Brasil.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-23 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica, caracterizada pela presença de ar quente e úmido de origem continental, sob regime de calmaria, definindo o domínio da mEc.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-23 00:00:00;Nordeste;mTa;Região sob influência direta do escoamento marítimo de leste/sudeste associado à célula de alta pressão do Atlântico, configurando a predominância da massa de ar Tropical Atlântica;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-23 00:00:00;Litoral;mTa;A regiao delimitada esta sob influencia direta do fluxo maritimo oriundo do oceano Atlantico, caracterizando-se pela atuacao da massa de ar Tropical Atlantica, quente e umida.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-23 00:00:00;Centro;mTa;A regiao encontra-se sob o dominio do fluxo instavel de umidade do oceano e circulacao de alta pressao, caracterizando a predominancia da Massa Tropical Atlantica (mTa) no setor.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-23 00:00:00;Sul;mPa;A região delimitada localiza-se na retaguarda de um sistema frontal, sob a influência direta do avanço de uma massa de ar frio e úmido de origem polar.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-24 00:00:00;Norte;mEc;Regiao central e norte da Amazonia, apresentando caracteristicas tipicas de origem continental, quente e umida, sem interferencia de sistemas frontais ou circulatorios externos.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-24 00:00:00;Nordeste;mTa;A região encontra-se sob influência do fluxo equatorial/tropical do Atlântico, predominantemente quente e úmido, característico da atuação da Massa Tropical Atlântica.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-24 00:00:00;Litoral;mTa;A regiao delimitada esta sob influencia direta do fluxo zonal do quadrante leste, caracteristico da massa Tropical Atlantica, com predominancia de umidade e temperaturas elevadas.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-24 00:00:00;Centro;mTc;A regiao delimitada esta sob influencia da Depressao do Chaco, caracterizando-se por ar quente e seco, tipico da Massa Tropical Continental que domina o interior do continente.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-24 00:00:00;Sul;mTa;A região encontra-se sob o fluxo do gradiente de pressão periférico da Alta do Atlântico Sul, caracterizando a predominância e o transporte de umidade da Massa Tropical Atlântica.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-25 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica, onde a Massa Equatorial Continental prevalece devido às características de alta umidade, calor e ausência de sistemas frontais.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-25 00:00:00;Nordeste;mTa;A região sob análise é influenciada predominantemente por características da mTa, caracterizada por escoamento marítimo quente e úmido sobre o Nordeste brasileiro.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-25 00:00:00;Litoral;mEa;A região delimitada no litoral nordeste encontra-se sob a influência direta da Massa Equatorial Atlântica, caracterizada pelo fluxo de ar quente e úmido vindo do oceano.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-25 00:00:00;Centro;mTa;A regiao delimitada esta sob influencia direta do fluxo subtropical de umidade proveniente do oceano, caracterizando a predominancia da massa Tropical Atlantica.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-25 00:00:00;Sul;mTa;Regiao sob influencia do escoamento oceanico pre-frontal, caracterizada por transporte de umidade e calor do Atlantico Sul, predominando sob os gradientes de pressao da ASAS.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-26 00:00:00;Norte;mEc;Regiao situada sobre a bacia Amazonica, caracterizada pelo dominio de massa quente e umida de origem continental, tipica da circulacao tropical interna sem influencia de sistemas f;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-26 00:00:00;Nordeste;mTa;A região encontra-se sob influência do fluxo de leste marítimo associado ao campo de alta pressão, caracterizando o domínio da massa tropical atlântica quente e úmida.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-26 00:00:00;Litoral;mTa;A região delimitada está sob influência do fluxo da circulação marítima da Alta Subtropical do Atlântico Sul, caracterizando a predominância da Massa Tropical Atlântica.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-26 00:00:00;Centro;mTa;A região delimitada encontra-se sob domínio de uma área de alta pressão associada à circulação marítima, caracterizando o predomínio da massa Tropical Atlântica (mTa).;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-26 00:00:00;Sul;mPa;A região delimitada encontra-se na retaguarda de uma frente fria e sob influxo de advecção de ar frio e úmido, caracterizando a atuação da massa de ar polar.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-27 00:00:00;Norte;mEc;A região delimitada abrange a bacia amazônica. A ausência de sistemas frontais e o posicionamento continental confirmam o predomínio da Massa Equatorial Continental, quente e úmida;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-27 00:00:00;Nordeste;mTa;A região do Nordeste delimitada encontra-se sob influência direta do escoamento marítimo, sendo dominada pelas características térmicas e de umidade da Massa Tropical Atlântica (mT;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-27 00:00:00;Litoral;mTa;A região delimitada está sob forte influência do fluxo marítimo de sudeste associado ao escoamento da alta pressão subtropical do Atlântico Sul, caracterizando o predomínio de mTa.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-27 00:00:00;Centro;mTa;Regiao sob influencia do escoamento oceanico, caracterizando a predominancia de massa quente e umida de origem maritima sobre o setor central do Brasil.;Outono;;;;;;;;;;;;;;;;;;;;;
2021-03-27 00:00:00;Sul;mPa;Região situada na retaguarda de um sistema frontal, com gradiente de pressão característico da incursão de ar polar sob regime de alta pressão.;Outono;;;;;;;;;;;;;;;;;;;;;
